modelParams|clParams|alpha,modelParams|spParams|synPermInactiveDec,modelParams|tpParams|activationThreshold,modelParams|tpParams|minThreshold,modelParams|tpParams|pamLength
0.050050000000000004,0.05015,14,11,3
